bj-pays,das,decks,don,hitSplitAces,peek,reSplitAces,sas,ss17,surr,csm_theoretical,csm_empiric,cut_theoretical,cut_empiric,csm_error,cut_card_error,abs_error_sum
1.5,False,1,Any,False,True,False,2,True,no,0.0144,-0.0162,0.1274,-0.1348,-0.0018,-0.0074,0.0092
1.2,False,1,10-11,True,True,True,3,False,yes,1.6698,-1.673,1.7828,-1.777,-0.0033,0.0058,0.0091
1.5,False,1,Any,True,True,True,4,False,no,0.0341,-0.0317,0.1471,-0.1539,0.0024,-0.0067,0.0091
1.2,True,1,Any,True,True,False,2,True,no,1.1393,-1.1404,1.2523,-1.2443,-0.0011,0.008,0.0091
1.5,True,2,10-11,True,True,True,2,True,yes,0.251,-0.2542,0.314,-0.3199,-0.0032,-0.0059,0.0091
1.2,False,6,9-11,False,True,False,4,True,yes,1.9244,-1.9184,1.9444,-1.9475,0.006,-0.0031,0.0091
1.2,True,6,10-11,False,True,False,3,True,no,1.9662,-1.9625,1.9862,-1.9808,0.0037,0.0054,0.0091
1.5,True,2,9-11,False,False,True,2,False,no,0.6708,-0.6717,0.7338,-0.7421,-0.0008,-0.0083,0.0091
1.2,True,1,9-11,False,False,True,3,True,no,1.4756,-1.4771,1.5886,-1.5809,-0.0014,0.0077,0.0091
1.5,True,6,10-11,True,True,True,2,False,yes,0.6043,-0.6095,0.6243,-0.628,-0.0053,-0.0037,0.009000000000000001
1.2,False,1,9-11,True,True,False,3,True,yes,1.3754,-1.3824,1.4884,-1.4904,-0.007,-0.002,0.009000000000000001
1.5,False,2,10-11,True,False,True,3,False,no,0.6777,-0.681,0.7407,-0.7349,-0.0032,0.0058,0.009
1.5,False,2,Any,False,True,True,2,True,no,0.3625,-0.3698,0.4255,-0.4237,-0.0073,0.0017,0.009
1.2,False,2,10-11,True,True,True,4,False,yes,1.8588,-1.8622,1.9218,-1.9163,-0.0034,0.0056,0.009
1.5,False,1,Any,True,True,False,3,True,no,-0.1333,0.1406,-0.0203,0.0186,0.0073,-0.0017,0.009
1.2,True,2,9-11,False,False,False,2,False,no,2.0443,-2.0521,2.1073,-2.1061,-0.0078,0.0012,0.009
1.2,True,2,9-11,False,True,False,4,False,no,1.8896,-1.8871,1.9526,-1.9461,0.0025,0.0065,0.009
1.2,False,2,9-11,True,True,False,4,True,no,1.6527,-1.6518,1.7158,-1.7077,0.0009,0.0081,0.009
1.5,True,1,10-11,True,False,False,3,True,no,0.1297,-0.1368,0.2427,-0.2445,-0.0071,-0.0018,0.0089
1.5,False,1,10-11,True,False,False,3,False,no,0.4515,-0.4552,0.5645,-0.5697,-0.0037,-0.0052,0.0089
1.2,True,2,Any,True,True,False,3,False,yes,1.5404,-1.5446,1.6034,-1.6081,-0.0042,-0.0047,0.0089
1.2,False,2,9-11,False,True,False,3,True,yes,1.7654,-1.7717,1.8284,-1.831,-0.0063,-0.0026,0.0089
1.5,False,6,9-11,False,True,True,2,False,yes,0.8064,-0.8113,0.8264,-0.8304,-0.0049,-0.004,0.0089
1.5,True,6,Any,False,False,True,2,False,no,0.7821,-0.7849,0.8021,-0.7959,-0.0027,0.0062,0.0089
1.2,True,2,10-11,True,False,True,4,False,no,1.9216,-1.9242,1.9846,-1.9783,-0.0026,0.0063,0.0089
1.5,True,1,10-11,True,False,False,3,False,no,0.3358,-0.3364,0.4488,-0.4571,-0.0006,-0.0083,0.0089
1.2,False,1,Any,True,True,True,4,True,no,1.2342,-1.2321,1.3472,-1.3404,0.0021,0.0068,0.0089
1.5,True,2,10-11,False,True,True,2,True,no,0.4624,-0.4611,0.5254,-0.5178,0.0013,0.0076,0.0089
1.2,False,2,9-11,True,False,True,3,False,no,1.9505,-1.9573,2.0135,-2.0114,-0.0068,0.0021,0.0089
1.5,False,6,9-11,True,True,False,4,True,yes,0.3842,-0.3823,0.4042,-0.4112,0.0019,-0.007,0.0089
1.2,False,2,Any,False,False,True,2,True,no,1.8401,-1.8481,1.9031,-1.9024,-0.008,0.0008,0.0088
1.5,True,6,Any,False,False,True,4,False,no,0.6673,-0.6688,0.6873,-0.6946,-0.0015,-0.0073,0.0088
1.2,False,6,Any,True,True,False,2,True,yes,1.6885,-1.6888,1.7085,-1.717,-0.0003,-0.0085,0.0088
1.5,True,6,9-11,False,False,False,3,True,no,0.6214,-0.6142,0.6414,-0.643,0.0072,-0.0016,0.0088
1.2,True,6,Any,False,True,False,4,False,no,1.9784,-1.9837,1.9984,-1.995,-0.0053,0.0035,0.0088
1.2,False,2,Any,True,False,False,4,True,no,1.6595,-1.6657,1.7225,-1.7251,-0.0062,-0.0026,0.008799999999999999
1.2,True,6,10-11,False,True,True,2,False,yes,2.1412,-2.1425,2.1612,-2.1687,-0.0013,-0.0075,0.008799999999999999
1.5,True,2,10-11,False,True,False,2,False,yes,0.6059,-0.6138,0.6689,-0.6697,-0.0079,-0.0008,0.008700000000000001
1.5,True,2,Any,True,False,False,3,True,no,0.1424,-0.1431,0.2054,-0.2134,-0.0007,-0.008,0.0087
1.2,True,6,9-11,False,True,False,2,True,no,1.9148,-1.9111,1.9348,-1.9298,0.0037,0.005,0.0087
1.2,False,1,10-11,True,True,True,3,False,no,1.7078,-1.7095,1.8208,-1.8139,-0.0018,0.0069,0.0087
1.2,False,2,Any,False,False,True,4,True,no,1.7636,-1.7642,1.8266,-1.8184,-0.0006,0.0081,0.0087
1.5,True,2,Any,True,True,True,3,False,no,0.1933,-0.1887,0.2562,-0.2603,0.0046,-0.0041,0.0087
1.2,False,1,10-11,True,False,True,4,False,no,1.8198,-1.8221,1.9328,-1.9265,-0.0023,0.0063,0.0086
1.2,False,6,9-11,True,False,False,3,True,no,1.9393,-1.9436,1.9593,-1.9637,-0.0042,-0.0044,0.0086
1.5,True,6,10-11,True,False,False,3,True,no,0.545,-0.5475,0.565,-0.5711,-0.0025,-0.0061,0.0086
1.5,False,1,9-11,True,False,False,3,False,no,0.3208,-0.3261,0.4338,-0.4371,-0.0053,-0.0033,0.0086
1.5,False,2,Any,True,True,False,4,False,no,0.3814,-0.3849,0.4444,-0.4394,-0.0035,0.0051,0.0086
1.2,True,2,10-11,False,False,True,2,False,no,2.1568,-2.1626,2.2199,-2.217,-0.0058,0.0028,0.0086
1.5,True,6,10-11,False,True,True,2,True,yes,0.5768,-0.5809,0.5968,-0.6013,-0.0041,-0.0045,0.0086
1.2,True,6,10-11,False,False,False,3,False,no,2.2982,-2.2939,2.3182,-2.3138,0.0043,0.0043,0.0086
1.2,False,1,9-11,False,False,True,3,True,no,1.6053,-1.6113,1.7183,-1.7157,-0.006,0.0026,0.0086
1.5,True,2,10-11,True,True,False,4,False,yes,0.4064,-0.404,0.4694,-0.4756,0.0024,-0.0062,0.0086
1.2,True,1,10-11,False,True,False,2,True,yes,1.5492,-1.5526,1.6622,-1.6674,-0.0034,-0.0052,0.0086
1.2,False,2,9-11,False,True,True,4,False,no,1.9732,-1.9761,2.0362,-2.0306,-0.0029,0.0056,0.0085
1.2,False,2,Any,False,True,False,2,False,yes,1.8733,-1.8797,1.9363,-1.9383,-0.0064,-0.0021,0.0085
1.5,False,2,Any,True,False,False,3,True,no,0.2893,-0.2929,0.3523,-0.3474,-0.0036,0.0049,0.0085
1.2,False,6,9-11,False,True,True,4,True,no,1.9284,-1.9313,1.9484,-1.9427,-0.0028,0.0057,0.0085
1.2,True,1,10-11,True,True,False,4,True,yes,1.3904,-1.3957,1.5034,-1.5003,-0.0054,0.0031,0.0085
1.2,False,1,9-11,True,False,True,3,True,no,1.4821,-1.4848,1.5951,-1.5893,-0.0027,0.0058,0.0085
1.5,False,6,10-11,True,False,False,3,True,no,0.6638,-0.6692,0.6838,-0.6869,-0.0054,-0.0031,0.0085
1.2,True,2,10-11,False,False,False,4,True,no,1.901,-1.8941,1.964,-1.9624,0.0069,0.0016,0.0085
1.2,False,6,10-11,False,True,False,2,False,no,2.3374,-2.3332,2.3574,-2.3531,0.0042,0.0043,0.0085
1.5,True,2,10-11,False,True,True,4,False,yes,0.5111,-0.5154,0.5741,-0.5783,-0.0043,-0.0042,0.0085
1.5,True,1,10-11,True,True,True,2,True,no,0.0451,-0.0437,0.1581,-0.1508,0.0013,0.0072,0.0085
1.2,True,6,Any,True,True,True,4,False,no,1.7351,-1.7304,1.7551,-1.7513,0.0047,0.0038,0.0085
1.2,False,6,10-11,False,True,True,2,False,no,2.3374,-2.3356,2.3574,-2.3507,0.0018,0.0067,0.0085
1.2,True,1,10-11,True,True,True,3,False,yes,1.5522,-1.5562,1.6652,-1.6696,-0.004,-0.0044,0.008400000000000001
1.5,True,1,Any,False,True,True,2,True,no,-0.1144,0.1164,-0.0014,-0.005,0.002,-0.0064,0.008400000000000001
1.2,False,6,10-11,True,True,True,4,True,no,1.843,-1.8385,1.863,-1.8669,0.0045,-0.0039,0.0084
1.2,True,6,9-11,True,True,False,4,True,yes,1.6089,-1.6127,1.6289,-1.6335,-0.0038,-0.0046,0.0084
1.5,True,1,Any,False,True,True,4,True,no,-0.1764,0.1771,-0.0634,0.0556,0.0006,-0.0078,0.0084
1.2,True,1,10-11,True,True,False,2,False,yes,1.6027,-1.6096,1.7157,-1.7171,-0.0069,-0.0015,0.0084
1.5,True,2,9-11,False,False,False,2,False,no,0.6708,-0.6641,0.7338,-0.7321,0.0067,0.0017,0.0084
1.2,True,2,10-11,True,True,False,4,True,yes,1.5825,-1.5883,1.6455,-1.6429,-0.0058,0.0026,0.0084
1.2,False,2,9-11,True,False,False,4,False,no,1.9841,-1.9882,2.0471,-2.0429,-0.0041,0.0042,0.0083
1.5,True,6,Any,False,True,False,4,True,no,0.4062,-0.405,0.4262,-0.4332,0.0013,-0.007,0.0083
1.2,True,2,Any,True,True,False,3,True,yes,1.3521,-1.3561,1.4151,-1.4196,-0.0039,-0.0044,0.0083
1.5,True,2,10-11,True,True,True,3,False,yes,0.3728,-0.3688,0.4358,-0.4401,0.004,-0.0043,0.0083
1.5,False,1,9-11,True,True,True,3,False,no,0.1823,-0.1748,0.2953,-0.2961,0.0075,-0.0008,0.0083
1.5,False,6,10-11,False,True,False,2,False,yes,0.8893,-0.8878,0.9093,-0.916,0.0016,-0.0067,0.0083
1.5,True,2,9-11,False,True,True,2,False,yes,0.4934,-0.4899,0.5564,-0.561,0.0035,-0.0047,0.0082
1.5,False,1,9-11,False,False,True,3,True,no,0.2105,-0.2126,0.3235,-0.3296,-0.0021,-0.0061,0.0082
1.2,False,6,9-11,True,True,True,4,False,yes,1.8986,-1.8951,1.9186,-1.9232,0.0035,-0.0047,0.0082
1.2,False,6,Any,False,False,False,4,False,no,2.2325,-2.2268,2.2525,-2.2501,0.0057,0.0025,0.0082
1.2,True,1,9-11,True,True,True,2,True,yes,1.2712,-1.2759,1.3842,-1.3878,-0.0047,-0.0035,0.0082
1.5,True,1,9-11,True,False,True,2,True,no,0.008,-0.0154,0.121,-0.1202,-0.0074,0.0008,0.0082
1.5,False,6,9-11,True,True,True,3,True,no,0.4133,-0.4094,0.4334,-0.4291,0.004,0.0042,0.008199999999999999
1.2,True,1,Any,False,True,False,2,False,no,1.471,-1.4657,1.584,-1.5869,0.0052,-0.003,0.008199999999999999
1.5,False,6,Any,False,False,False,2,False,no,0.9048,-0.8987,0.9248,-0.9269,0.0062,-0.002,0.008199999999999999
1.2,True,6,9-11,True,True,True,2,True,no,1.7343,-1.7411,1.7543,-1.7557,-0.0068,-0.0014,0.008199999999999999
1.2,False,2,9-11,False,True,True,4,False,yes,1.907,-1.9057,1.97,-1.9769,0.0013,-0.0069,0.008199999999999999
1.5,True,6,9-11,True,True,False,3,True,yes,0.2577,-0.2606,0.2777,-0.283,-0.0029,-0.0053,0.008199999999999999
1.2,False,1,Any,True,False,False,3,True,no,1.3702,-1.3776,1.4832,-1.4841,-0.0073,-0.0008,0.0081
1.5,False,6,10-11,True,False,True,4,True,no,0.6049,-0.6042,0.6249,-0.6323,0.0007,-0.0074,0.0081
1.2,True,6,Any,True,True,True,3,False,no,1.7525,-1.7451,1.7725,-1.7717,0.0074,0.0007,0.0081
1.2,False,1,Any,True,False,False,2,False,no,1.5854,-1.5877,1.6984,-1.7042,-0.0023,-0.0058,0.0081
1.5,False,1,10-11,False,True,False,2,True,no,0.2824,-0.2864,0.3954,-0.3913,-0.004,0.0041,0.0081
1.2,False,6,Any,True,False,True,4,False,no,2.0093,-2.016,2.0293,-2.0307,-0.0067,-0.0014,0.0081
1.2,False,2,10-11,True,True,False,3,True,yes,1.7071,-1.7128,1.7701,-1.7726,-0.0056,-0.0025,0.0081
1.5,False,2,10-11,True,True,True,3,False,yes,0.494,-0.4901,0.557,-0.5612,0.0039,-0.0041,0.008
1.2,False,2,9-11,False,True,True,3,True,no,1.7696,-1.7688,1.8326,-1.8255,0.0008,0.0072,0.008
1.5,True,6,10-11,True,True,False,4,False,yes,0.5538,-0.5471,0.5738,-0.5725,0.0067,0.0013,0.008
1.2,True,1,10-11,False,False,True,2,True,no,1.6779,-1.6797,1.7909,-1.7846,-0.0017,0.0063,0.008
1.2,False,1,Any,True,True,False,2,True,no,1.2778,-1.2754,1.3908,-1.3852,0.0024,0.0056,0.008
1.5,False,6,10-11,False,True,True,4,True,no,0.6529,-0.6467,0.6729,-0.6713,0.0063,0.0017,0.008
1.5,True,1,Any,False,True,True,3,True,no,-0.1727,0.1758,-0.0597,0.0548,0.003,-0.005,0.008
1.5,False,2,9-11,False,False,False,4,False,no,0.7634,-0.761,0.8264,-0.8209,0.0024,0.0056,0.008
1.2,False,1,9-11,False,False,False,3,True,no,1.6347,-1.6338,1.7477,-1.7407,0.001,0.007,0.008
1.2,True,1,10-11,False,True,True,3,True,yes,1.4931,-1.5001,1.6061,-1.607,-0.007,-0.001,0.008
1.2,False,2,Any,False,True,False,2,False,no,1.9396,-1.9412,2.0026,-1.9962,-0.0016,0.0063,0.0079
1.2,False,2,Any,False,False,True,3,True,no,1.7732,-1.7738,1.8362,-1.8289,-0.0006,0.0073,0.0079
1.5,True,1,Any,True,True,True,2,True,no,-0.2555,0.263,-0.1425,0.143,0.0074,0.0005,0.0079
1.2,False,6,Any,False,False,True,3,False,no,2.1847,-2.1798,2.2047,-2.2077,0.0049,-0.003,0.0079
1.2,True,2,Any,True,True,True,2,True,no,1.4424,-1.4398,1.5054,-1.5001,0.0026,0.0053,0.0079
1.2,True,2,10-11,False,True,True,3,True,yes,1.7012,-1.7047,1.7642,-1.7686,-0.0035,-0.0044,0.0079
1.2,False,6,9-11,False,False,True,3,False,no,2.2831,-2.2829,2.3031,-2.2954,0.0002,0.0077,0.0079
1.2,True,6,9-11,False,True,True,2,False,yes,2.0483,-2.0449,2.0683,-2.0728,0.0034,-0.0045,0.007899999999999999
1.2,False,1,9-11,False,True,False,3,True,yes,1.5068,-1.5101,1.6198,-1.6153,-0.0034,0.0045,0.007899999999999999
1.5,False,2,10-11,True,False,False,3,True,no,0.4958,-0.5019,0.5588,-0.5571,-0.0061,0.0017,0.0078000000000000005
1.2,True,1,9-11,True,False,True,3,True,no,1.3524,-1.3576,1.4654,-1.4628,-0.0052,0.0026,0.0078
1.2,False,2,9-11,False,False,False,3,True,no,1.9218,-1.9266,1.9848,-1.9818,-0.0048,0.003,0.0078
1.5,True,1,10-11,False,True,True,2,True,no,0.1765,-0.1731,0.2895,-0.285,0.0033,0.0045,0.0078
1.2,True,1,10-11,True,False,False,3,False,no,1.7306,-1.7378,1.8436,-1.8442,-0.0072,-0.0006,0.0078
1.5,True,6,9-11,False,True,False,2,False,yes,0.6886,-0.6912,0.7086,-0.7138,-0.0026,-0.0052,0.0078
1.2,False,2,9-11,False,True,False,4,True,yes,1.7618,-1.7612,1.8248,-1.832,0.0006,-0.0072,0.0078
1.2,False,1,Any,True,False,False,4,True,no,1.3693,-1.3706,1.4823,-1.4885,-0.0014,-0.0063,0.0077
1.5,False,6,9-11,False,False,False,4,False,no,0.9713,-0.9721,0.9913,-0.9982,-0.0008,-0.0069,0.0077
1.5,False,6,Any,True,True,True,4,False,yes,0.4404,-0.4478,0.4604,-0.4608,-0.0074,-0.0003,0.0077
1.2,False,6,10-11,False,True,True,4,True,yes,1.94,-1.9378,1.96,-1.9655,0.0022,-0.0055,0.0077
1.2,True,6,Any,False,True,False,3,True,no,1.7746,-1.7765,1.7946,-1.7887,-0.0019,0.0058,0.007699999999999999
1.5,False,2,10-11,True,True,True,3,True,yes,0.2945,-0.2981,0.3575,-0.3616,-0.0035,-0.0041,0.007600000000000001
1.5,True,2,10-11,False,False,True,2,True,no,0.568,-0.5722,0.631,-0.6277,-0.0043,0.0033,0.0076
1.2,True,1,Any,False,True,True,3,True,no,1.222,-1.2284,1.335,-1.3363,-0.0063,-0.0013,0.0076
1.5,True,1,9-11,True,False,True,4,True,no,-0.0455,0.0425,0.0675,-0.0721,-0.003,-0.0046,0.0076
1.5,True,2,10-11,True,True,True,3,True,no,0.2264,-0.2265,0.2894,-0.2819,-0.0001,0.0075,0.0076
1.5,False,1,9-11,False,False,True,3,False,no,0.4191,-0.4209,0.5321,-0.5378,-0.0019,-0.0057,0.0076
1.5,False,6,10-11,True,True,False,4,True,no,0.541,-0.5376,0.5609,-0.5652,0.0034,-0.0042,0.007599999999999999
1.2,False,2,Any,True,True,True,4,True,no,1.5039,-1.5052,1.5669,-1.5607,-0.0013,0.0062,0.0075
1.2,True,2,Any,False,False,False,3,False,no,1.8853,-1.8818,1.9483,-1.9523,0.0035,-0.004,0.0075
1.5,False,1,Any,False,True,True,4,False,no,0.1583,-0.1588,0.2713,-0.2783,-0.0005,-0.007,0.0075
1.5,False,6,Any,False,True,True,3,False,no,0.7115,-0.7065,0.7315,-0.734,0.0049,-0.0026,0.0075
1.5,True,6,9-11,False,False,False,4,False,no,0.8361,-0.8302,0.8561,-0.8545,0.0059,0.0016,0.0075
1.5,False,6,Any,False,False,True,3,True,no,0.6092,-0.603,0.6292,-0.6279,0.0062,0.0013,0.0075
1.2,False,1,9-11,False,False,False,2,False,no,1.8587,-1.8611,1.9717,-1.9667,-0.0024,0.0051,0.0075
1.5,True,1,9-11,True,True,True,3,True,no,-0.1535,0.151,-0.0405,0.0455,-0.0025,0.005,0.0075
1.2,False,6,Any,True,True,False,4,False,yes,1.8574,-1.8583,1.8774,-1.884,-0.0009,-0.0066,0.0075
1.2,True,1,Any,True,True,False,3,False,no,1.3028,-1.2994,1.4158,-1.4118,0.0034,0.004,0.0074
1.5,False,6,Any,True,False,True,4,False,no,0.6496,-0.652,0.6696,-0.6746,-0.0024,-0.005,0.0074
1.5,True,2,10-11,True,True,False,3,False,yes,0.4117,-0.4093,0.4747,-0.4697,0.0024,0.005,0.0074
1.2,False,2,9-11,True,False,False,2,False,no,2.01,-2.0137,2.073,-2.0693,-0.0037,0.0037,0.0074
1.5,False,2,9-11,False,True,True,3,True,no,0.3961,-0.3925,0.4591,-0.4554,0.0037,0.0037,0.0074
1.5,True,1,9-11,True,True,True,2,True,no,-0.1015,0.1028,0.0115,-0.0054,0.0013,0.0061,0.0074
1.2,False,2,Any,False,False,True,2,False,no,2.0493,-2.0443,2.1123,-2.1099,0.005,0.0024,0.0074
1.2,True,2,9-11,False,True,True,3,False,no,1.8486,-1.8459,1.9116,-1.9069,0.0027,0.0047,0.0074
1.2,False,2,Any,True,True,False,2,True,no,1.5757,-1.5746,1.6387,-1.6326,0.0012,0.0062,0.0073999999999999995
1.5,True,6,Any,True,True,False,3,False,no,0.4424,-0.4412,0.4624,-0.4686,0.0012,-0.0062,0.0073999999999999995
1.2,True,2,Any,True,True,False,4,True,yes,1.3464,-1.3496,1.4094,-1.4135,-0.0032,-0.0041,0.007300000000000001
1.2,False,1,10-11,True,False,False,4,True,no,1.6372,-1.6412,1.7502,-1.7469,-0.004,0.0033,0.0073
1.2,True,6,9-11,False,True,True,4,False,yes,1.9283,-1.9285,1.9483,-1.9553,-0.0003,-0.007,0.0073
1.2,True,2,9-11,True,False,False,2,False,no,1.8915,-1.8935,1.9545,-1.9491,-0.0019,0.0054,0.0073
1.5,False,1,10-11,False,True,False,4,False,no,0.4668,-0.4617,0.5798,-0.5819,0.0052,-0.0021,0.007299999999999999
1.2,True,2,Any,False,False,True,2,False,no,1.9232,-1.9241,1.9863,-1.9799,-0.0008,0.0064,0.007200000000000001
1.2,True,2,9-11,False,True,False,3,True,no,1.6838,-1.6822,1.7468,-1.7412,0.0016,0.0056,0.0072
1.2,False,2,9-11,True,False,False,2,True,no,1.7901,-1.7948,1.8531,-1.8506,-0.0047,0.0025,0.0072
1.5,False,6,9-11,False,True,True,3,True,yes,0.5124,-0.5072,0.5324,-0.5344,0.0052,-0.002,0.0072
1.5,False,2,10-11,True,True,False,2,True,yes,0.3575,-0.3606,0.4205,-0.4164,-0.0031,0.0041,0.0072
1.2,True,6,Any,True,False,True,3,False,no,1.8743,-1.8743,1.8943,-1.9015,-0.0,-0.0072,0.0072
1.5,True,2,10-11,True,True,True,4,True,no,0.2158,-0.2188,0.2788,-0.2746,-0.003,0.0042,0.0072
1.2,False,1,Any,False,True,True,4,False,no,1.5531,-1.5515,1.6661,-1.6605,0.0016,0.0056,0.0072
1.2,False,2,9-11,True,True,False,4,True,yes,1.6016,-1.6033,1.6646,-1.6591,-0.0017,0.0055,0.0072
1.5,True,1,10-11,True,True,True,4,True,no,-0.0086,0.0113,0.1044,-0.0998,0.0027,0.0045,0.0072
1.5,True,6,Any,True,True,True,4,False,yes,0.2872,-0.2823,0.3072,-0.3095,0.0049,-0.0023,0.0072
1.2,False,1,Any,True,False,True,4,False,no,1.5435,-1.5432,1.6565,-1.6634,0.0003,-0.0069,0.0072
1.5,False,6,9-11,False,False,True,4,True,no,0.6834,-0.68,0.7034,-0.7072,0.0033,-0.0038,0.0071
1.2,True,2,10-11,False,True,False,3,True,no,1.7993,-1.7978,1.8622,-1.8566,0.0015,0.0056,0.0071
1.2,True,2,10-11,False,True,True,2,False,yes,1.9794,-1.9753,2.0424,-2.0392,0.004,0.0031,0.0071
1.5,True,1,9-11,False,True,False,4,True,no,0.001,-0.0002,0.114,-0.1203,0.0008,-0.0063,0.0071
1.5,True,6,Any,False,True,False,4,False,yes,0.5305,-0.5316,0.5505,-0.5566,-0.0011,-0.006,0.0071
1.2,False,1,9-11,False,False,False,3,False,no,1.8433,-1.8432,1.9563,-1.9493,0.0001,0.007,0.0071
1.5,False,6,Any,True,True,True,3,True,yes,0.2514,-0.246,0.2714,-0.2732,0.0054,-0.0017,0.0071
1.5,True,1,10-11,False,False,False,2,False,no,0.4885,-0.4849,0.6015,-0.605,0.0036,-0.0035,0.0071
1.5,False,2,10-11,False,False,False,3,True,no,0.6502,-0.6555,0.7132,-0.7115,-0.0053,0.0018,0.0071
1.2,False,6,10-11,False,True,True,2,True,no,2.1151,-2.1171,2.1351,-2.1299,-0.002,0.0051,0.0071
1.5,False,2,10-11,True,False,False,2,False,no,0.7373,-0.7424,0.8003,-0.7983,-0.0052,0.0019,0.0070999999999999995
1.5,False,6,10-11,True,True,True,2,False,yes,0.7121,-0.7134,0.7321,-0.7379,-0.0013,-0.0058,0.0070999999999999995
1.5,True,2,10-11,True,False,False,3,True,no,0.3781,-0.3823,0.4411,-0.444,-0.0042,-0.0029,0.0070999999999999995
1.5,False,2,10-11,False,True,True,3,True,no,0.4981,-0.4978,0.5611,-0.5544,0.0003,0.0068,0.0070999999999999995
1.5,False,2,10-11,False,False,True,4,True,no,0.5965,-0.6034,0.6595,-0.6596,-0.0069,-0.0001,0.007
1.2,True,2,9-11,False,True,False,4,True,no,1.6782,-1.6768,1.7412,-1.7356,0.0014,0.0056,0.007
1.2,True,1,10-11,False,True,False,3,True,yes,1.5234,-1.5272,1.6364,-1.6396,-0.0038,-0.0032,0.007
1.5,True,6,10-11,True,True,True,4,True,yes,0.2875,-0.2889,0.3075,-0.3131,-0.0014,-0.0056,0.007
1.2,False,1,9-11,False,True,True,3,False,no,1.7016,-1.6997,1.8146,-1.8095,0.0019,0.0051,0.007
1.5,False,6,Any,True,True,False,3,True,yes,0.3004,-0.2969,0.3205,-0.3239,0.0035,-0.0035,0.007
1.5,False,6,Any,False,True,True,4,True,yes,0.4068,-0.402,0.4268,-0.429,0.0049,-0.0021,0.006999999999999999
1.5,True,6,10-11,False,True,True,4,True,yes,0.4572,-0.4589,0.4772,-0.4721,-0.0018,0.0051,0.0069
1.5,False,2,10-11,True,True,True,3,False,no,0.5602,-0.5614,0.6232,-0.6175,-0.0012,0.0057,0.0069
1.5,False,2,10-11,True,True,False,4,True,yes,0.3301,-0.3332,0.3931,-0.3969,-0.0031,-0.0038,0.0069
1.5,True,2,9-11,True,False,True,2,False,no,0.518,-0.5207,0.581,-0.5769,-0.0027,0.0042,0.0069
1.2,False,1,9-11,False,False,True,4,False,no,1.811,-1.8137,1.924,-1.9199,-0.0027,0.0042,0.0069
1.5,False,6,10-11,False,False,False,2,False,no,1.0862,-1.0816,1.1062,-1.1086,0.0046,-0.0023,0.0069
1.2,True,6,10-11,False,True,True,4,False,yes,2.0229,-2.0272,2.0429,-2.0454,-0.0044,-0.0025,0.0069
1.5,False,2,10-11,False,True,True,4,True,no,0.4879,-0.4907,0.551,-0.5467,-0.0027,0.0042,0.0069
1.5,False,6,Any,False,True,False,4,False,no,0.7633,-0.7587,0.7833,-0.7857,0.0045,-0.0024,0.0069
1.5,True,6,10-11,True,True,True,3,True,no,0.377,-0.3787,0.397,-0.3918,-0.0017,0.0052,0.0069
1.2,False,1,9-11,False,True,True,3,False,yes,1.6636,-1.6665,1.7766,-1.7806,-0.0029,-0.004,0.0069
1.5,True,6,10-11,True,True,False,2,False,no,0.6926,-0.6904,0.7126,-0.7172,0.0022,-0.0046,0.0068000000000000005
1.2,True,6,9-11,False,True,False,3,False,yes,2.0045,-2.0056,2.0245,-2.0302,-0.0011,-0.0057,0.0068000000000000005
1.2,True,2,9-11,False,False,False,2,True,no,1.8276,-1.8294,1.8905,-1.8856,-0.0018,0.005,0.0068000000000000005
1.2,False,2,10-11,True,True,False,3,False,no,1.9727,-1.9706,2.0357,-2.031,0.0021,0.0047,0.0068000000000000005
1.5,True,6,9-11,False,True,True,2,True,no,0.5551,-0.5518,0.5751,-0.5716,0.0033,0.0035,0.0068000000000000005
1.2,True,6,Any,False,False,False,4,False,no,2.0898,-2.0841,2.1098,-2.111,0.0057,-0.0011,0.0068000000000000005
1.2,False,2,Any,True,True,False,2,False,no,1.7817,-1.7799,1.8447,-1.8397,0.0018,0.005,0.0068000000000000005
1.5,True,1,9-11,False,True,True,4,True,no,-0.0313,0.0361,0.0817,-0.0836,0.0049,-0.0019,0.0068
1.5,False,2,9-11,False,True,False,4,False,no,0.6528,-0.651,0.7158,-0.7109,0.0019,0.0049,0.0068
1.2,True,1,10-11,False,False,False,3,False,no,1.8583,-1.8585,1.9713,-1.9647,-0.0003,0.0065,0.0068
1.5,False,1,Any,False,True,False,4,False,no,0.1905,-0.1878,0.3035,-0.3076,0.0026,-0.0041,0.0067
1.5,False,6,10-11,False,False,True,4,True,no,0.7675,-0.7698,0.7875,-0.792,-0.0023,-0.0044,0.0067
1.5,False,6,9-11,True,True,False,3,False,yes,0.6016,-0.6002,0.6216,-0.6269,0.0014,-0.0053,0.0067
1.5,False,6,10-11,True,True,False,4,False,yes,0.6791,-0.6751,0.6991,-0.6964,0.004,0.0027,0.0067
1.2,False,2,Any,True,False,True,4,False,no,1.8286,-1.835,1.8916,-1.8913,-0.0063,0.0004,0.0067
1.5,False,6,Any,True,True,False,4,False,yes,0.4978,-0.4957,0.5178,-0.5223,0.0021,-0.0046,0.006699999999999999
1.5,False,2,Any,False,True,True,2,False,no,0.5661,-0.5683,0.6291,-0.6245,-0.0022,0.0045,0.006699999999999999
