bj-pays,das,decks,don,hitSplitAces,peek,reSplitAces,sas,ss17,surr,csm_theoretical,csm_empiric,cut_theoretical,cut_empiric,csm_error,cut_card_error,abs_error_sum
1.5,True,1,9-11,False,True,True,3,True,yes,-0.0497,0.0411,0.0633,-0.0772,-0.0086,-0.0139,0.0225
1.5,True,1,10-11,True,True,False,2,False,yes,0.2079,-0.2131,0.3209,-0.338,-0.0052,-0.0171,0.0223
1.2,True,1,10-11,True,False,True,2,True,no,1.5493,-1.5569,1.6623,-1.6476,-0.0076,0.0147,0.0223
1.2,False,1,10-11,True,True,True,4,False,no,1.7053,-1.6974,1.8183,-1.804,0.0079,0.0143,0.0222
1.5,False,1,9-11,True,True,False,3,True,yes,-0.0194,0.0151,0.0936,-0.1114,-0.0043,-0.0179,0.022199999999999998
1.5,False,2,Any,False,True,True,4,True,yes,0.2303,-0.2377,0.2933,-0.3079,-0.0073,-0.0146,0.0219
1.5,True,1,Any,False,True,False,2,False,yes,0.0382,-0.0388,0.1512,-0.1723,-0.0007,-0.0211,0.0218
1.5,True,2,9-11,False,True,True,4,True,yes,0.2,-0.2105,0.263,-0.2743,-0.0105,-0.0113,0.0218
1.5,True,1,Any,True,False,False,3,False,no,0.0236,-0.0262,0.1366,-0.1558,-0.0026,-0.0192,0.0218
1.5,True,1,Any,False,False,True,4,False,no,0.1284,-0.134,0.2414,-0.2578,-0.0055,-0.0163,0.0218
1.5,True,1,Any,True,False,True,2,False,no,0.0509,-0.0485,0.1639,-0.1833,0.0023,-0.0194,0.0217
1.5,False,1,10-11,False,True,False,2,False,yes,0.4458,-0.4393,0.5588,-0.5738,0.0066,-0.015,0.0216
1.5,True,1,9-11,False,True,True,4,True,yes,-0.0533,0.0489,0.0597,-0.0768,-0.0044,-0.0171,0.021500000000000002
1.5,False,1,Any,True,True,True,3,True,yes,-0.1801,0.1708,-0.0671,0.055,-0.0093,-0.0121,0.0214
1.5,True,1,10-11,False,True,True,3,False,yes,0.2821,-0.288,0.3951,-0.4106,-0.0059,-0.0155,0.0214
1.5,True,2,9-11,True,False,False,2,True,no,0.2996,-0.3129,0.3626,-0.3706,-0.0133,-0.008,0.0213
1.2,False,2,10-11,True,True,True,3,False,no,1.9337,-1.9277,1.9967,-1.9815,0.006,0.0152,0.0212
1.2,False,1,9-11,True,True,False,2,True,no,1.4137,-1.4098,1.5267,-1.5097,0.0039,0.017,0.020900000000000002
1.2,True,2,Any,False,True,True,3,False,no,1.7265,-1.7239,1.7895,-1.7714,0.0026,0.0181,0.020700000000000003
1.2,False,2,Any,True,True,False,3,True,no,1.5518,-1.5448,1.6148,-1.6013,0.0071,0.0136,0.0207
1.5,True,1,Any,False,False,False,2,False,no,0.1887,-0.1834,0.3017,-0.317,0.0053,-0.0153,0.0206
1.5,True,1,9-11,False,True,True,2,True,yes,0.0079,-0.0132,0.1209,-0.1362,-0.0053,-0.0153,0.0206
1.5,True,2,9-11,True,False,False,4,True,no,0.2573,-0.2637,0.3203,-0.3344,-0.0064,-0.0141,0.0205
1.2,False,1,9-11,True,True,True,3,False,no,1.5771,-1.5661,1.6901,-1.6806,0.011,0.0094,0.0204
1.2,False,1,10-11,False,True,True,3,True,no,1.6305,-1.6261,1.7435,-1.7277,0.0044,0.0158,0.020200000000000003
1.5,True,6,Any,True,False,False,4,True,no,0.3382,-0.3468,0.3582,-0.3699,-0.0086,-0.0116,0.0202
1.5,False,6,9-11,True,False,True,4,False,no,0.748,-0.7572,0.768,-0.779,-0.0092,-0.0109,0.0201
1.2,True,1,10-11,True,True,False,4,True,no,1.4124,-1.4156,1.5254,-1.5086,-0.0032,0.0168,0.02
1.2,True,1,9-11,True,True,False,4,True,no,1.2643,-1.2613,1.3773,-1.3605,0.0031,0.0168,0.019899999999999998
1.2,True,2,10-11,True,True,False,4,False,no,1.8461,-1.8412,1.9091,-1.8943,0.0049,0.0148,0.019700000000000002
1.2,False,1,10-11,False,True,False,3,True,no,1.6609,-1.6585,1.7739,-1.7565,0.0024,0.0173,0.0197
1.2,False,1,10-11,True,True,True,3,True,no,1.5047,-1.5016,1.6177,-1.6011,0.003,0.0166,0.0196
1.5,True,1,9-11,True,True,False,4,False,yes,0.034,-0.0417,0.147,-0.1588,-0.0077,-0.0118,0.0195
1.2,False,1,10-11,False,False,False,3,True,no,1.7668,-1.7728,1.8798,-1.8663,-0.006,0.0135,0.0195
1.5,True,1,10-11,True,True,True,2,False,yes,0.2079,-0.2136,0.3209,-0.3347,-0.0057,-0.0138,0.0195
1.5,False,1,9-11,True,True,True,4,True,yes,-0.0467,0.0372,0.0663,-0.0761,-0.0095,-0.0099,0.0194
1.2,True,2,Any,False,True,False,4,False,yes,1.7012,-1.7071,1.7642,-1.7778,-0.0059,-0.0135,0.0194
1.5,True,1,10-11,False,True,False,2,True,yes,0.1544,-0.1591,0.2674,-0.282,-0.0047,-0.0146,0.0193
1.2,False,1,Any,True,True,False,2,False,yes,1.4341,-1.4391,1.5471,-1.5614,-0.005,-0.0142,0.019200000000000002
1.2,True,1,9-11,True,True,True,3,True,no,1.2413,-1.2463,1.3543,-1.3401,-0.005,0.0142,0.019200000000000002
1.2,False,1,10-11,True,False,True,2,True,no,1.6538,-1.6567,1.7668,-1.7505,-0.003,0.0162,0.0192
1.2,False,1,10-11,False,True,False,4,False,no,1.8616,-1.8564,1.9746,-1.9607,0.0052,0.0139,0.0191
1.5,False,2,Any,False,True,True,3,True,yes,0.2405,-0.2474,0.3035,-0.3156,-0.0069,-0.0121,0.019
1.2,True,1,Any,False,True,True,4,True,yes,1.1963,-1.2043,1.3093,-1.3203,-0.008,-0.011,0.019
1.5,True,1,10-11,False,True,False,3,True,yes,0.1287,-0.134,0.2417,-0.2554,-0.0053,-0.0137,0.019
1.5,True,2,10-11,True,True,False,3,False,no,0.4779,-0.4713,0.5409,-0.5286,0.0066,0.0123,0.0189
1.5,True,1,9-11,True,True,True,3,True,yes,-0.1755,0.1681,-0.0625,0.0511,-0.0074,-0.0115,0.0189
1.2,True,2,10-11,True,True,False,2,False,no,1.8877,-1.8837,1.9507,-1.9358,0.004,0.0149,0.0189
1.5,False,1,Any,True,True,True,3,False,yes,-0.0014,-0.0007,0.1116,-0.1284,-0.0021,-0.0168,0.0189
1.2,False,1,10-11,False,True,True,2,False,yes,1.8406,-1.8501,1.9536,-1.9629,-0.0095,-0.0093,0.018799999999999997
1.5,False,1,9-11,True,True,False,2,False,yes,0.185,-0.1937,0.298,-0.308,-0.0087,-0.01,0.0187
1.5,True,1,10-11,True,True,True,3,True,yes,-0.0275,0.0193,0.0855,-0.0958,-0.0083,-0.0104,0.0187
1.2,True,1,9-11,False,True,True,4,False,yes,1.5267,-1.5313,1.6397,-1.6538,-0.0046,-0.0141,0.0187
1.2,False,1,10-11,True,True,False,2,False,no,1.7485,-1.7442,1.8615,-1.8471,0.0043,0.0144,0.0187
1.2,False,2,10-11,True,True,True,4,True,no,1.7104,-1.7106,1.7733,-1.755,-0.0002,0.0184,0.0186
1.2,True,1,Any,False,True,False,3,True,yes,1.2303,-1.2365,1.3433,-1.3557,-0.0061,-0.0124,0.0185
1.2,True,6,10-11,True,False,False,4,True,no,1.8969,-1.9028,1.9169,-1.9294,-0.0059,-0.0125,0.0184
1.2,True,1,9-11,True,True,False,3,True,no,1.2661,-1.2611,1.3791,-1.3658,0.005,0.0133,0.0183
1.5,False,1,10-11,False,True,True,3,False,yes,0.3996,-0.4022,0.5126,-0.5281,-0.0027,-0.0155,0.0182
1.2,False,1,10-11,True,True,True,4,True,no,1.5022,-1.5037,1.6152,-1.5986,-0.0016,0.0165,0.0181
1.5,False,6,10-11,True,False,True,2,True,no,0.6909,-0.6947,0.7109,-0.7252,-0.0038,-0.0143,0.0181
1.2,True,1,9-11,True,False,True,2,True,no,1.4028,-1.4079,1.5158,-1.5029,-0.0051,0.0129,0.018000000000000002
1.5,True,2,Any,False,False,False,4,False,no,0.5063,-0.5003,0.5693,-0.5812,0.0061,-0.0119,0.018000000000000002
1.2,True,2,10-11,True,True,True,2,True,no,1.6757,-1.6795,1.7387,-1.7245,-0.0038,0.0142,0.018000000000000002
1.2,False,2,10-11,True,True,False,2,False,no,1.996,-1.9953,2.059,-2.0417,0.0007,0.0173,0.018
1.2,True,1,10-11,False,True,False,2,False,no,1.7708,-1.766,1.8838,-1.8706,0.0048,0.0131,0.0179
1.5,False,1,9-11,False,True,False,2,True,yes,0.1283,-0.1334,0.2413,-0.2541,-0.0051,-0.0128,0.0179
1.5,True,1,10-11,False,True,True,3,True,yes,0.0983,-0.1056,0.2113,-0.2218,-0.0073,-0.0105,0.0178
1.5,True,1,9-11,False,True,False,2,False,yes,0.1929,-0.1944,0.3059,-0.3222,-0.0015,-0.0162,0.0177
1.5,False,1,10-11,False,True,True,4,False,yes,0.3967,-0.3951,0.5097,-0.5258,0.0016,-0.0161,0.0177
1.2,False,6,10-11,True,False,True,4,True,no,1.9646,-1.9734,1.9846,-1.9932,-0.0089,-0.0087,0.017599999999999998
1.5,True,2,9-11,True,True,False,4,False,yes,0.2921,-0.2915,0.3551,-0.372,0.0007,-0.0169,0.017599999999999998
1.5,True,1,Any,True,True,False,3,False,no,-0.092,0.098,0.021,-0.0325,0.006,-0.0115,0.0175
1.5,True,1,Any,False,True,False,2,False,no,0.0762,-0.0733,0.1892,-0.2037,0.0029,-0.0146,0.0175
1.2,False,2,Any,True,True,True,3,False,no,1.7194,-1.7139,1.7824,-1.7705,0.0056,0.0119,0.0175
1.2,True,1,Any,True,True,False,2,False,no,1.3307,-1.3233,1.4437,-1.4337,0.0074,0.0101,0.0175
1.5,True,1,9-11,True,True,False,2,True,yes,-0.1235,0.1171,-0.0106,-0.0006,-0.0064,-0.0111,0.0175
1.2,False,1,9-11,True,True,False,2,False,no,1.6178,-1.6147,1.7308,-1.7164,0.0031,0.0144,0.017499999999999998
1.5,True,2,9-11,True,True,True,4,True,yes,0.0489,-0.0554,0.1119,-0.1228,-0.0065,-0.0109,0.0174
1.2,False,2,9-11,True,True,False,2,True,no,1.6802,-1.678,1.7432,-1.7281,0.0023,0.0151,0.0174
1.2,False,2,9-11,False,True,False,2,True,no,1.8404,-1.8392,1.9034,-1.8872,0.0012,0.0162,0.0174
1.2,False,2,Any,False,True,True,4,True,no,1.655,-1.6586,1.718,-1.7042,-0.0036,0.0138,0.0174
1.5,True,1,Any,True,False,True,3,False,no,-0.001,0.0022,0.112,-0.1281,0.0012,-0.0161,0.0173
1.5,False,2,Any,True,True,False,3,True,yes,0.1272,-0.1241,0.1902,-0.2044,0.0031,-0.0142,0.0173
1.2,False,2,10-11,False,False,False,2,False,no,2.2636,-2.2557,2.3266,-2.3173,0.0079,0.0093,0.0172
1.2,True,1,9-11,False,True,False,3,True,no,1.3975,-1.3938,1.5105,-1.4971,0.0037,0.0134,0.0171
1.2,True,2,10-11,True,True,True,4,True,yes,1.5381,-1.5461,1.6011,-1.61,-0.008,-0.0089,0.0169
1.5,True,1,9-11,True,True,False,2,False,yes,0.0628,-0.064,0.1758,-0.1915,-0.0012,-0.0157,0.0169
1.2,False,1,10-11,False,True,True,2,False,no,1.8786,-1.8713,1.9916,-1.982,0.0073,0.0096,0.0169
1.2,False,1,9-11,False,True,True,4,False,yes,1.6607,-1.6673,1.7737,-1.7839,-0.0066,-0.0102,0.016800000000000002
1.2,False,1,10-11,False,False,True,3,True,no,1.7373,-1.7405,1.8503,-1.8368,-0.0031,0.0136,0.0167
1.5,True,2,Any,True,False,False,4,True,no,0.1369,-0.144,0.1999,-0.2094,-0.0071,-0.0095,0.0166
1.2,True,6,9-11,True,False,False,4,True,no,1.8009,-1.8086,1.8209,-1.8298,-0.0077,-0.0089,0.0166
1.5,True,1,9-11,True,True,True,2,False,yes,0.0628,-0.0643,0.1758,-0.1908,-0.0015,-0.015,0.0165
1.2,False,1,9-11,False,True,False,4,False,no,1.7309,-1.728,1.8439,-1.8304,0.0029,0.0135,0.016399999999999998
1.5,True,2,Any,True,True,False,4,True,yes,-0.0271,0.0246,0.0359,-0.0498,-0.0025,-0.0139,0.016399999999999998
1.2,False,1,Any,False,True,False,3,True,no,1.3929,-1.3974,1.5059,-1.494,-0.0044,0.0119,0.016300000000000002
1.2,True,1,10-11,True,False,True,3,True,no,1.5004,-1.5095,1.6134,-1.6063,-0.0091,0.0071,0.0162
1.2,True,2,10-11,False,True,True,2,False,no,2.0455,-2.0458,2.1085,-2.0927,-0.0003,0.0158,0.016100000000000003
1.5,False,1,9-11,False,True,False,3,True,yes,0.112,-0.1162,0.225,-0.2368,-0.0043,-0.0118,0.0161
1.5,False,1,Any,True,False,True,2,True,no,-0.009,0.0034,0.104,-0.1145,-0.0056,-0.0105,0.0161
1.2,True,1,10-11,False,True,True,3,False,no,1.7148,-1.7094,1.8278,-1.8174,0.0054,0.0105,0.0159
1.2,False,6,9-11,True,False,False,2,True,no,1.9664,-1.9728,1.9864,-1.9959,-0.0064,-0.0095,0.0159
1.2,False,1,Any,False,True,True,3,True,no,1.3625,-1.3686,1.4755,-1.4658,-0.0061,0.0097,0.0158
1.5,False,1,Any,True,False,True,3,True,no,-0.0486,0.0493,0.0644,-0.0795,0.0007,-0.0151,0.0158
1.2,False,1,9-11,True,True,False,3,True,no,1.3974,-1.3958,1.5104,-1.4962,0.0016,0.0142,0.0158
1.2,False,1,10-11,True,False,False,3,False,no,1.8463,-1.8506,1.9593,-1.9478,-0.0043,0.0115,0.0158
1.2,True,2,9-11,True,True,False,4,True,no,1.5179,-1.5174,1.5809,-1.5658,0.0006,0.0151,0.015700000000000002
1.5,True,1,10-11,True,True,True,3,False,yes,0.1575,-0.1646,0.2705,-0.2789,-0.0072,-0.0085,0.0157
1.5,True,2,Any,False,False,False,3,True,no,0.3049,-0.306,0.3679,-0.3825,-0.0011,-0.0146,0.0157
1.2,True,1,Any,True,False,False,3,True,no,1.2217,-1.234,1.3347,-1.338,-0.0123,-0.0034,0.0157
1.5,False,1,Any,True,False,True,4,True,no,-0.051,0.0446,0.062,-0.0713,-0.0064,-0.0093,0.0157
1.2,True,2,10-11,True,True,False,2,True,no,1.6757,-1.6805,1.7387,-1.7278,-0.0048,0.0109,0.0157
1.5,False,2,10-11,True,True,False,3,True,no,0.3848,-0.3819,0.4478,-0.4351,0.0029,0.0127,0.0156
1.5,True,6,10-11,True,False,True,4,False,no,0.7074,-0.7191,0.7274,-0.7313,-0.0117,-0.0039,0.0156
1.2,True,1,9-11,True,True,True,2,True,no,1.2933,-1.2997,1.4063,-1.3973,-0.0065,0.009,0.0155
1.5,False,2,Any,False,True,False,2,True,no,0.3625,-0.3706,0.4255,-0.418,-0.0081,0.0074,0.0155
1.2,True,2,10-11,True,True,True,4,False,no,1.8019,-1.8052,1.8649,-1.8528,-0.0033,0.0121,0.0154
1.2,False,2,10-11,False,True,True,3,True,no,1.8716,-1.868,1.9346,-1.9229,0.0036,0.0118,0.0154
1.5,True,1,Any,False,True,False,4,False,no,0.0464,-0.0379,0.1595,-0.1661,0.0086,-0.0067,0.015300000000000001
1.2,False,1,9-11,True,True,True,2,True,yes,1.3916,-1.4015,1.5046,-1.4993,-0.0099,0.0054,0.015300000000000001
1.2,False,1,Any,True,False,True,2,True,no,1.3858,-1.3953,1.4988,-1.5046,-0.0095,-0.0058,0.0153
1.2,True,2,10-11,False,False,True,4,False,no,2.0661,-2.0593,2.1292,-2.1208,0.0069,0.0084,0.0153
1.2,False,2,10-11,False,False,False,3,False,no,2.2409,-2.241,2.3039,-2.2887,-0.0,0.0153,0.0153
1.2,True,2,Any,True,True,False,4,False,no,1.6009,-1.6018,1.6639,-1.6497,-0.001,0.0142,0.015200000000000002
1.5,True,1,9-11,True,True,True,4,False,yes,0.0078,-0.0039,0.1208,-0.1322,0.0038,-0.0114,0.0152
1.2,True,1,10-11,True,False,False,3,True,no,1.5245,-1.5371,1.6375,-1.6349,-0.0126,0.0026,0.0152
1.5,False,6,Any,True,False,True,3,True,no,0.4447,-0.4491,0.4647,-0.4754,-0.0044,-0.0107,0.015099999999999999
1.5,False,1,Any,True,False,False,2,False,no,0.1906,-0.1892,0.3036,-0.3172,0.0015,-0.0136,0.015099999999999999
1.2,True,1,Any,True,False,True,3,False,no,1.3938,-1.4019,1.5068,-1.5137,-0.0081,-0.0069,0.015
1.2,False,1,9-11,False,False,False,4,True,no,1.6338,-1.6285,1.7468,-1.7371,0.0053,0.0097,0.015
1.5,True,2,Any,False,True,False,3,False,yes,0.3334,-0.3298,0.3964,-0.4078,0.0036,-0.0114,0.015
1.5,False,1,9-11,True,True,False,4,False,yes,0.168,-0.1704,0.281,-0.2936,-0.0024,-0.0126,0.015
1.5,True,2,Any,True,False,False,3,False,no,0.3503,-0.3565,0.4133,-0.4221,-0.0062,-0.0088,0.015
1.2,True,1,10-11,False,True,True,2,False,no,1.7708,-1.7644,1.8838,-1.8753,0.0064,0.0085,0.0149
1.5,True,1,9-11,False,False,False,4,False,no,0.3154,-0.3233,0.4284,-0.4354,-0.0079,-0.007,0.0149
1.2,False,2,9-11,True,True,True,2,False,no,1.8953,-1.8921,1.9583,-1.9466,0.0032,0.0117,0.0149
1.2,True,2,Any,True,False,True,4,True,no,1.4674,-1.4784,1.5304,-1.5343,-0.011,-0.0039,0.0149
1.5,False,1,9-11,True,True,True,2,False,no,0.223,-0.2182,0.336,-0.326,0.0048,0.01,0.0148
1.5,True,1,10-11,False,True,False,3,False,yes,0.3123,-0.318,0.4253,-0.4344,-0.0057,-0.0091,0.0148
1.2,True,6,9-11,True,True,False,2,False,no,1.9594,-1.9644,1.9794,-1.9696,-0.005,0.0098,0.0148
1.2,True,1,10-11,False,False,True,2,False,no,1.8833,-1.883,1.9963,-1.9816,0.0002,0.0146,0.0148
1.2,False,2,9-11,True,True,False,3,False,no,1.872,-1.8727,1.935,-1.9209,-0.0007,0.0141,0.014799999999999999
1.5,True,1,9-11,True,True,True,3,False,yes,0.011,-0.0123,0.124,-0.1374,-0.0013,-0.0134,0.014700000000000001
1.5,False,1,9-11,True,False,False,4,False,no,0.3198,-0.3251,0.4328,-0.4422,-0.0053,-0.0094,0.014700000000000001
1.2,False,2,10-11,False,True,True,2,True,yes,1.8913,-1.8986,1.9543,-1.9469,-0.0073,0.0074,0.014700000000000001
1.5,True,6,Any,True,False,True,4,True,no,0.2834,-0.2943,0.3034,-0.3071,-0.0109,-0.0038,0.0147
1.5,False,6,Any,True,True,False,4,True,yes,0.2949,-0.2996,0.3149,-0.3247,-0.0048,-0.0098,0.014599999999999998
1.2,False,2,9-11,False,False,False,2,False,no,2.1629,-2.1665,2.2258,-2.2149,-0.0036,0.011,0.014599999999999998
1.5,False,1,10-11,False,True,True,3,False,no,0.4376,-0.4273,0.5506,-0.5463,0.0102,0.0043,0.0145
1.5,False,1,Any,False,True,False,4,True,no,-0.0029,0.0092,0.1101,-0.1183,0.0063,-0.0082,0.0145
1.2,False,1,Any,False,True,True,2,True,yes,1.3872,-1.3938,1.5002,-1.5079,-0.0067,-0.0077,0.0144
1.5,True,2,9-11,True,True,True,4,False,yes,0.2479,-0.2457,0.3109,-0.323,0.0023,-0.0121,0.0144
1.5,True,1,10-11,True,True,False,3,False,no,0.2202,-0.216,0.3332,-0.3231,0.0042,0.0102,0.0144
1.5,False,6,10-11,True,True,False,2,True,yes,0.5023,-0.5143,0.5223,-0.5245,-0.0121,-0.0023,0.0144
1.2,True,1,9-11,False,True,True,4,True,yes,1.3415,-1.3461,1.4545,-1.4642,-0.0047,-0.0097,0.0144
1.5,False,1,10-11,True,True,False,4,False,yes,0.2987,-0.2965,0.4117,-0.4237,0.0022,-0.012,0.0142
1.5,True,2,9-11,False,True,False,4,True,yes,0.2535,-0.2602,0.3165,-0.324,-0.0067,-0.0075,0.0142
1.2,False,1,10-11,False,True,False,4,False,yes,1.8236,-1.8294,1.9366,-1.945,-0.0058,-0.0084,0.014199999999999999
1.2,False,2,10-11,True,True,False,2,True,no,1.7822,-1.7856,1.8452,-1.8345,-0.0035,0.0107,0.014199999999999999
1.5,True,2,10-11,True,True,False,2,False,no,0.5142,-0.5086,0.5772,-0.5687,0.0056,0.0085,0.014100000000000001
1.5,False,1,9-11,False,True,True,2,False,yes,0.3151,-0.3217,0.4281,-0.4356,-0.0066,-0.0075,0.0141
1.5,True,1,10-11,False,False,False,3,True,no,0.2583,-0.2659,0.3713,-0.3778,-0.0076,-0.0065,0.0141
1.5,False,1,9-11,True,True,False,2,True,no,0.0189,-0.0134,0.1319,-0.1234,0.0055,0.0086,0.0141
1.5,True,1,Any,False,False,False,4,True,no,-0.0365,0.0377,0.0765,-0.0892,0.0012,-0.0128,0.014
1.2,False,1,Any,True,True,False,4,True,no,1.2604,-1.2524,1.3734,-1.3674,0.008,0.006,0.014
1.2,True,1,10-11,True,True,True,4,True,yes,1.3641,-1.3744,1.4771,-1.4734,-0.0103,0.0037,0.014
1.5,True,2,Any,False,True,True,3,True,yes,0.1,-0.0977,0.163,-0.1747,0.0023,-0.0117,0.014
1.2,False,6,9-11,True,True,False,2,False,no,2.0772,-2.0639,2.0972,-2.0965,0.0133,0.0007,0.013999999999999999
1.2,True,2,9-11,False,True,True,3,True,no,1.6369,-1.6318,1.6999,-1.6909,0.005,0.009,0.013999999999999999
1.2,False,2,9-11,False,False,True,4,True,no,1.868,-1.8762,1.931,-1.9254,-0.0082,0.0057,0.013900000000000001
1.2,False,2,10-11,True,True,False,4,True,no,1.7547,-1.754,1.8177,-1.8047,0.0008,0.0131,0.013900000000000001
1.2,True,2,Any,True,True,True,2,False,no,1.6454,-1.6429,1.7084,-1.6971,0.0025,0.0114,0.013900000000000001
1.2,True,2,10-11,True,True,True,4,True,no,1.5893,-1.5844,1.6523,-1.6432,0.0048,0.0091,0.0139
1.2,False,2,Any,True,True,True,2,False,no,1.7817,-1.7804,1.8447,-1.8321,0.0013,0.0126,0.0139
1.5,True,2,10-11,False,True,False,4,True,yes,0.3692,-0.3763,0.4322,-0.4389,-0.0071,-0.0067,0.0138
1.2,True,2,10-11,True,True,True,3,False,no,1.8124,-1.8099,1.8754,-1.8641,0.0025,0.0113,0.0138
1.5,False,2,Any,False,False,True,4,False,no,0.5997,-0.6058,0.6627,-0.6704,-0.0061,-0.0077,0.0138
1.5,True,2,Any,True,True,False,4,False,yes,0.1612,-0.1545,0.2242,-0.2313,0.0067,-0.0071,0.0138
1.5,True,2,9-11,True,True,True,3,False,yes,0.2587,-0.254,0.3217,-0.3307,0.0047,-0.009,0.0137
1.2,False,2,10-11,False,True,False,2,False,no,2.1539,-2.1483,2.2169,-2.2087,0.0056,0.0081,0.0137
1.5,False,2,9-11,False,True,False,2,False,no,0.6796,-0.6698,0.7426,-0.7388,0.0099,0.0038,0.0137
1.5,False,1,Any,True,False,False,3,False,no,0.1751,-0.182,0.2881,-0.295,-0.0069,-0.0068,0.0137
1.5,False,6,Any,True,False,True,2,True,no,0.5174,-0.5266,0.5374,-0.5421,-0.0091,-0.0046,0.0137
1.5,False,2,Any,True,False,True,3,True,no,0.2522,-0.2587,0.3152,-0.3224,-0.0065,-0.0072,0.0137
1.2,False,1,9-11,False,True,True,4,False,no,1.6987,-1.6925,1.8117,-1.8043,0.0062,0.0074,0.013600000000000001
1.5,False,1,10-11,True,True,False,3,False,no,0.3377,-0.3324,0.4507,-0.4424,0.0053,0.0083,0.013600000000000001
1.5,False,6,10-11,True,False,False,4,True,no,0.6586,-0.6642,0.6786,-0.6866,-0.0056,-0.008,0.013600000000000001
1.2,True,2,9-11,True,True,False,4,False,no,1.7318,-1.7374,1.7948,-1.7868,-0.0056,0.008,0.013600000000000001
1.2,True,2,Any,False,True,True,2,False,no,1.8119,-1.807,1.8749,-1.8664,0.005,0.0086,0.013600000000000001
1.5,True,1,Any,False,False,True,2,True,no,-0.0077,0.0033,0.1053,-0.1143,-0.0044,-0.009,0.013399999999999999
1.2,True,1,9-11,True,True,True,2,False,no,1.4956,-1.4914,1.6086,-1.5995,0.0042,0.0091,0.0133
1.5,True,2,10-11,False,True,True,2,True,yes,0.4112,-0.4173,0.4742,-0.4815,-0.006,-0.0073,0.0133
1.5,True,6,Any,False,False,True,3,False,no,0.6854,-0.6776,0.7054,-0.6998,0.0077,0.0056,0.0133
1.5,False,6,9-11,True,False,True,2,True,no,0.6068,-0.6164,0.6268,-0.6304,-0.0096,-0.0037,0.0133
1.2,True,1,10-11,True,False,False,4,True,no,1.5229,-1.528,1.6359,-1.6277,-0.0052,0.0081,0.0133
1.5,False,6,9-11,True,False,False,2,False,no,0.8334,-0.8389,0.8534,-0.8611,-0.0055,-0.0077,0.0132
1.5,False,2,Any,False,True,False,2,False,no,0.5661,-0.5612,0.6291,-0.6207,0.0048,0.0084,0.0132
1.5,False,6,9-11,True,True,False,4,False,yes,0.5962,-0.5889,0.6162,-0.6222,0.0072,-0.006,0.0132
1.2,False,2,9-11,True,False,True,4,True,no,1.7219,-1.7324,1.7849,-1.7822,-0.0105,0.0027,0.0132
1.2,False,6,10-11,True,True,False,4,True,yes,1.828,-1.8208,1.848,-1.8421,0.0072,0.006,0.0132
1.5,True,1,9-11,True,False,True,2,False,no,0.2157,-0.2175,0.3287,-0.3402,-0.0018,-0.0114,0.0132
1.2,True,6,10-11,False,False,False,2,False,no,2.3396,-2.3353,2.3596,-2.3685,0.0043,-0.0089,0.0132
1.5,False,1,9-11,True,True,True,4,True,no,-0.0247,0.0301,0.0883,-0.0959,0.0054,-0.0076,0.013000000000000001
1.5,False,6,Any,True,False,True,3,False,no,0.6628,-0.6674,0.6828,-0.6911,-0.0047,-0.0083,0.013000000000000001
1.5,False,2,Any,True,True,False,4,False,yes,0.3152,-0.3125,0.3782,-0.3885,0.0027,-0.0103,0.013000000000000001
1.5,False,1,9-11,True,False,True,2,True,no,0.1269,-0.1344,0.2399,-0.2454,-0.0075,-0.0055,0.013
1.2,False,6,Any,True,False,True,2,True,no,1.8771,-1.8881,1.8971,-1.8991,-0.011,-0.002,0.013
1.5,False,2,Any,True,False,True,4,False,no,0.4551,-0.4655,0.5181,-0.5208,-0.0104,-0.0026,0.013
1.2,True,6,Any,True,True,True,2,False,yes,1.7586,-1.7661,1.7786,-1.7841,-0.0075,-0.0055,0.013
1.2,False,2,Any,True,True,True,2,True,no,1.5757,-1.5743,1.6387,-1.6271,0.0014,0.0116,0.013
1.2,False,2,10-11,False,True,True,4,True,no,1.8615,-1.8578,1.9244,-1.9153,0.0037,0.0092,0.0129
1.2,True,6,Any,True,False,False,3,True,no,1.7061,-1.7129,1.7261,-1.7322,-0.0067,-0.0061,0.0128
1.2,True,1,10-11,False,False,False,2,False,no,1.8833,-1.8887,1.9963,-1.9889,-0.0054,0.0074,0.0128
1.2,True,1,9-11,False,True,True,3,True,no,1.3671,-1.3637,1.4801,-1.4707,0.0034,0.0094,0.0128
1.5,False,1,10-11,True,True,False,3,False,yes,0.2997,-0.3003,0.4127,-0.4249,-0.0006,-0.0122,0.0128
1.2,True,1,9-11,False,True,False,4,False,no,1.5969,-1.5928,1.7099,-1.7012,0.0041,0.0087,0.012799999999999999
1.5,True,1,10-11,False,True,False,2,True,no,0.1765,-0.1819,0.2895,-0.2821,-0.0054,0.0073,0.0127
1.2,True,1,9-11,False,True,False,3,False,no,1.5987,-1.5953,1.7117,-1.7022,0.0033,0.0094,0.0127
1.5,True,1,10-11,False,True,True,3,False,no,0.3201,-0.3109,0.4331,-0.4366,0.0091,-0.0036,0.0127
1.5,True,2,Any,True,True,False,3,True,no,0.0298,-0.0198,0.0928,-0.0901,0.01,0.0027,0.0127
1.2,True,1,Any,False,False,True,4,True,no,1.3269,-1.333,1.4399,-1.4465,-0.0061,-0.0066,0.0127
